564024	20020131	1	900000000000207008	10036009	55524007	0	116680003	900000000000011006	900000000000451002
565020	20020131	1	900000000000207008	10036009	9188009	0	116680003	900000000000011006	900000000000451002
639028	20020131	1	900000000000207008	10042008	17094008	0	116680003	900000000000011006	900000000000451002
773029	20020131	1	900000000000207008	141198008	21347000	0	116680003	900000000000011006	900000000000451002
786022	20020131	1	900000000000207008	141299008	51782004	0	116680003	900000000000011006	900000000000451002
798028	20020131	1	900000000000207008	141400004	333595006	0	116680003	900000000000011006	900000000000451002
799020	20020131	1	900000000000207008	141400004	36416001	0	116680003	900000000000011006	900000000000451002
1713027	20020131	1	900000000000207008	10124000	360916005	0	116680003	900000000000011006	900000000000451002
2959023	20020131	1	900000000000207008	157761000	317278007	0	116680003	900000000000011006	900000000000451002
2960029	20020131	1	900000000000207008	157761000	95960000	0	116680003	900000000000011006	900000000000451002
3215025	20020131	1	900000000000207008	102286006	87141009	0	116680003	900000000000011006	900000000000451002
3216029	20020131	1	900000000000207008	102286006	40265002	0	116680003	900000000000011006	900000000000451002
3223028	20020131	1	900000000000207008	102287002	40265002	0	116680003	900000000000011006	900000000000451002
3224023	20020131	1	900000000000207008	102287002	18149002	0	116680003	900000000000011006	900000000000451002
3342027	20020131	1	900000000000207008	102301002	95958002	0	116680003	900000000000011006	900000000000451002
3343021	20020131	1	900000000000207008	102301002	95965005	0	116680003	900000000000011006	900000000000451002
5138021	20020131	1	900000000000207008	161943005	162695001	0	116680003	900000000000011006	900000000000451002
5139029	20020131	1	900000000000207008	161943005	17847004	0	116680003	900000000000011006	900000000000451002
5171020	20020131	1	900000000000207008	162032002	61278000	0	116680003	900000000000011006	900000000000451002
5172029	20020131	1	900000000000207008	162032002	162796009	0	116680003	900000000000011006	900000000000451002
5202021	20020131	1	900000000000207008	162119005	41219008	0	116680003	900000000000011006	900000000000451002
5203027	20020131	1	900000000000207008	162119005	162695001	0	116680003	900000000000011006	900000000000451002
5234028	20020131	1	900000000000207008	162205004	16897007	0	116680003	900000000000011006	900000000000451002
5235027	20020131	1	900000000000207008	162205004	162796009	0	116680003	900000000000011006	900000000000451002
5262024	20020131	1	900000000000207008	162303008	71704004	0	116680003	900000000000011006	900000000000451002
5263025	20020131	1	900000000000207008	162303008	162695001	0	116680003	900000000000011006	900000000000451002
5295029	20020131	1	900000000000207008	162399000	162796009	0	116680003	900000000000011006	900000000000451002
5296028	20020131	1	900000000000207008	162399000	5611001	0	116680003	900000000000011006	900000000000451002
5308023	20020131	1	900000000000207008	162500005	162695001	0	116680003	900000000000011006	900000000000451002
5309026	20020131	1	900000000000207008	162500005	51015002	0	116680003	900000000000011006	900000000000451002
5380029	20020131	1	900000000000207008	162695001	41618009	0	116680003	900000000000011006	900000000000451002
5381025	20020131	1	900000000000207008	162695001	316586000	0	116680003	900000000000011006	900000000000451002
5396026	20020131	1	900000000000207008	162796009	19764001	0	116680003	900000000000011006	900000000000451002
5397024	20020131	1	900000000000207008	162796009	316687003	0	116680003	900000000000011006	900000000000451002
5421026	20020131	1	900000000000207008	162897006	19385004	0	116680003	900000000000011006	900000000000451002
5439024	20020131	1	900000000000207008	162998002	83193005	0	116680003	900000000000011006	900000000000451002
5454029	20020131	1	900000000000207008	163099000	362910006	0	116680003	900000000000011006	900000000000451002
5455028	20020131	1	900000000000207008	163099000	64405002	0	116680003	900000000000011006	900000000000451002
5478023	20020131	1	900000000000207008	163200004	163704009	0	116680003	900000000000011006	900000000000451002
5479026	20020131	1	900000000000207008	163200004	58384008	0	116680003	900000000000011006	900000000000451002
5491024	20020131	1	900000000000207008	163301003	163704009	0	116680003	900000000000011006	900000000000451002
5492028	20020131	1	900000000000207008	163301003	42421003	0	116680003	900000000000011006	900000000000451002
5514028	20020131	1	900000000000207008	163402009	163704009	0	116680003	900000000000011006	900000000000451002
5515027	20020131	1	900000000000207008	163402009	53779003	0	116680003	900000000000011006	900000000000451002
5535026	20020131	1	900000000000207008	163503001	163704009	0	116680003	900000000000011006	900000000000451002
5536025	20020131	1	900000000000207008	163503001	15075002	0	116680003	900000000000011006	900000000000451002
5560026	20020131	1	900000000000207008	163603009	20030004	0	116680003	900000000000011006	900000000000451002
5561027	20020131	1	900000000000207008	163603009	163704009	0	116680003	900000000000011006	900000000000451002
5574022	20020131	1	900000000000207008	163704009	21238006	0	116680003	900000000000011006	900000000000451002
5575023	20020131	1	900000000000207008	163704009	316789005	0	116680003	900000000000011006	900000000000451002
5592025	20020131	1	900000000000207008	163805000	164007003	0	116680003	900000000000011006	900000000000451002
5593024	20020131	1	900000000000207008	163805000	21214007	0	116680003	900000000000011006	900000000000451002
5594029	20020131	1	900000000000207008	163805000	57767002	0	116680003	900000000000011006	900000000000451002
5608025	20020131	1	900000000000207008	163906003	164007003	0	116680003	900000000000011006	900000000000451002
5609022	20020131	1	900000000000207008	163906003	61633005	0	116680003	900000000000011006	900000000000451002
5610028	20020131	1	900000000000207008	163906003	81544000	0	116680003	900000000000011006	900000000000451002
5623024	20020131	1	900000000000207008	164007003	165664003	0	116680003	900000000000011006	900000000000451002
5624029	20020131	1	900000000000207008	164007003	63660005	0	116680003	900000000000011006	900000000000451002
